文件名	全国图鉴编号	形态编号	性别编号	极巨化状态	霜奶仙编号	前后状态	异色状态	神奇宝贝百科编号
poke_icon_0958_000_fd_n_00000000_f_n^u.png	958	0	fd	n	00000000	f	n	958
poke_icon_0959_000_fd_n_00000000_f_n^u.png	959	0	fd	n	00000000	f	n	959
poke_icon_0960_000_mf_n_00000000_f_n^u.png	960	0	mf	n	00000000	f	n	960
poke_icon_0961_000_mf_n_00000000_f_n^u.png	961	0	mf	n	00000000	f	n	961
poke_icon_0962_000_mf_n_00000000_f_n^u.png	962	0	mf	n	00000000	f	n	962
poke_icon_0963_000_mf_n_00000000_f_n^u.png	963	0	mf	n	00000000	f	n	963
poke_icon_0964_000_mf_n_00000000_f_n^u.png	964	0	mf	n	00000000	f	n	964
poke_icon_0964_001_mf_n_00000000_f_n^u.png	964	1	mf	n	00000000	f	n	964H
poke_icon_0965_000_mf_n_00000000_f_n^u.png	965	0	mf	n	00000000	f	n	965
poke_icon_0966_000_mf_n_00000000_f_n^u.png	966	0	mf	n	00000000	f	n	966
poke_icon_0967_000_mf_n_00000000_f_n^u.png	967	0	mf	n	00000000	f	n	967
poke_icon_0968_000_mf_n_00000000_f_n^u.png	968	0	mf	n	00000000	f	n	968
poke_icon_0969_000_mf_n_00000000_f_n^u.png	969	0	mf	n	00000000	f	n	969
poke_icon_0970_000_mf_n_00000000_f_n^u.png	970	0	mf	n	00000000	f	n	970
poke_icon_0971_000_mf_n_00000000_f_n^u.png	971	0	mf	n	00000000	f	n	971
poke_icon_0972_000_mf_n_00000000_f_n^u.png	972	0	mf	n	00000000	f	n	972
poke_icon_0973_000_mf_n_00000000_f_n^u.png	973	0	mf	n	00000000	f	n	973
poke_icon_0974_000_mf_n_00000000_f_n^u.png	974	0	mf	n	00000000	f	n	974
poke_icon_0975_000_mf_n_00000000_f_n^u.png	975	0	mf	n	00000000	f	n	975
poke_icon_0976_000_mf_n_00000000_f_n^u.png	976	0	mf	n	00000000	f	n	976
poke_icon_0977_000_mf_n_00000000_f_n^u.png	977	0	mf	n	00000000	f	n	977
poke_icon_0978_000_mf_n_00000000_f_n^u.png	978	0	mf	n	00000000	f	n	978
poke_icon_0978_001_mf_n_00000000_f_n^u.png	978	1	mf	n	00000000	f	n	978D
poke_icon_0978_002_mf_n_00000000_f_n^u.png	978	2	mf	n	00000000	f	n	978S
poke_icon_0979_000_mf_n_00000000_f_n^u.png	979	0	mf	n	00000000	f	n	979
poke_icon_0980_000_mf_n_00000000_f_n^u.png	980	0	mf	n	00000000	f	n	980
poke_icon_0981_000_mf_n_00000000_f_n^u.png	981	0	mf	n	00000000	f	n	981
poke_icon_0982_000_mf_n_00000000_f_n^u.png	982	0	mf	n	00000000	f	n	982
poke_icon_0982_001_mf_n_00000000_f_n^u.png	982	1	mf	n	00000000	f	n	982Th
poke_icon_0983_000_mf_n_00000000_f_n^u.png	983	0	mf	n	00000000	f	n	983
poke_icon_0984_000_uk_n_00000000_f_n^u.png	984	0	uk	n	00000000	f	n	984
poke_icon_0985_000_uk_n_00000000_f_n^u.png	985	0	uk	n	00000000	f	n	985
poke_icon_0986_000_uk_n_00000000_f_n^u.png	986	0	uk	n	00000000	f	n	986
poke_icon_0987_000_uk_n_00000000_f_n^u.png	987	0	uk	n	00000000	f	n	987
poke_icon_0988_000_uk_n_00000000_f_n^u.png	988	0	uk	n	00000000	f	n	988
poke_icon_0989_000_uk_n_00000000_f_n^u.png	989	0	uk	n	00000000	f	n	989
poke_icon_0990_000_uk_n_00000000_f_n^u.png	990	0	uk	n	00000000	f	n	990
poke_icon_0991_000_uk_n_00000000_f_n^u.png	991	0	uk	n	00000000	f	n	991
poke_icon_0992_000_uk_n_00000000_f_n^u.png	992	0	uk	n	00000000	f	n	992
poke_icon_0993_000_uk_n_00000000_f_n^u.png	993	0	uk	n	00000000	f	n	993
poke_icon_0994_000_uk_n_00000000_f_n^u.png	994	0	uk	n	00000000	f	n	994
poke_icon_0995_000_uk_n_00000000_f_n^u.png	995	0	uk	n	00000000	f	n	995
poke_icon_0996_000_mf_n_00000000_f_n^u.png	996	0	mf	n	00000000	f	n	996
poke_icon_0997_000_mf_n_00000000_f_n^u.png	997	0	mf	n	00000000	f	n	997
poke_icon_0998_000_mf_n_00000000_f_n^u.png	998	0	mf	n	00000000	f	n	998
poke_icon_0999_000_uk_n_00000000_f_n^u.png	999	0	uk	n	00000000	f	n	999
poke_icon_0999_001_uk_n_00000000_f_n^u.png	999	1	uk	n	00000000	f	n	999R
poke_icon_1000_000_uk_n_00000000_f_n^u.png	1000	0	uk	n	00000000	f	n	1000
poke_icon_1001_000_uk_n_00000000_f_n^u.png	1001	0	uk	n	00000000	f	n	1001
poke_icon_1002_000_uk_n_00000000_f_n^u.png	1002	0	uk	n	00000000	f	n	1002
poke_icon_1003_000_uk_n_00000000_f_n^u.png	1003	0	uk	n	00000000	f	n	1003
poke_icon_1004_000_uk_n_00000000_f_n^u.png	1004	0	uk	n	00000000	f	n	1004
poke_icon_1005_000_uk_n_00000000_f_n^u.png	1005	0	uk	n	00000000	f	n	1005
poke_icon_1006_000_uk_n_00000000_f_n^u.png	1006	0	uk	n	00000000	f	n	1006
poke_icon_1007_000_uk_n_00000000_f_n^u.png	1007	0	uk	n	00000000	f	n	1007
poke_icon_1008_000_uk_n_00000000_f_n^u.png	1008	0	uk	n	00000000	f	n	1008
poke_icon_1009_000_uk_n_00000000_f_n^u.png	1009	0	uk	n	00000000	f	n	1009
poke_icon_1010_000_uk_n_00000000_f_n^u.png	1010	0	uk	n	00000000	f	n	1010
poke_icon_1011_000_mf_n_00000000_f_n^u.png	1011	0	mf	n	00000000	f	n	1011
poke_icon_1012_000_uk_n_00000000_f_n^u.png	1012	0	uk	n	00000000	f	n	1012
poke_icon_1013_000_uk_n_00000000_f_n^u.png	1013	0	uk	n	00000000	f	n	1013
poke_icon_1014_000_mo_n_00000000_f_n^u.png	1014	0	mo	n	00000000	f	n	1014
poke_icon_1015_000_mo_n_00000000_f_n^u.png	1015	0	mo	n	00000000	f	n	1015
poke_icon_1016_000_mo_n_00000000_f_n^u.png	1016	0	mo	n	00000000	f	n	1016
poke_icon_1017_000_fo_n_00000000_f_n^u.png	1017	0	fo	n	00000000	f	n	1017
poke_icon_1017_001_fo_n_00000000_f_n^u.png	1017	1	fo	n	00000000	f	n	1017W
poke_icon_1017_002_fo_n_00000000_f_n^u.png	1017	2	fo	n	00000000	f	n	1017H
poke_icon_1017_003_fo_n_00000000_f_n^u.png	1017	3	fo	n	00000000	f	n	1017C
